Date,Open,High,Low,Close,Volume
2006-01-03,2216.53,2249.67,2189.9,2243.74,1858419000
2006-01-04,2246.96,2265.28,2246.07,2263.46,1755430800
2006-01-05,2264.92,2277.56,2264.5,2276.87,1759327500
2006-01-06,2289.21,2306.72,2281.01,2305.62,2077285200
2006-01-09,2306.17,2322.62,2303.12,2318.68,1812700200
2006-01-10,2306.22,2320.32,2303.92,2320.32,1839688800
2006-01-11,2321.4,2332.91,2316.49,2331.36,2213958000
2006-01-12,2327.16,2330.31,2313.22,2316.68,1870657800
2006-01-13,2317.74,2321.7,2308.15,2317.04,1659501300
2006-01-17,2302.56,2305.87,2294.05,2302.68,1583101800
2006-01-18,2265.5,2285.93,2264.08,2279.63,2117517000
2006-01-19,2291.68,2311.71,2289.82,2301.81,2146579500
2006-01-20,2300.36,2300.73,2245.2,2247.7,2183770200
2006-01-23,2255.31,2256.24,2241.02,2248.47,1769306400
2006-01-24,2256.12,2269.43,2256.03,2265.25,1922747100
2006-01-25,2275.3,2275.3,2253.06,2260.64,2034951600
2006-01-26,2274.85,2284.07,2264.85,2283,2236575600
2006-01-27,2293.37,2314.36,2289.47,2304.23,2168471700
2006-01-30,2306.24,2313.98,2304.75,2306.78,1767678900
2006-01-31,2306.78,2311.83,2292.95,2305.82,2079387000
2006-02-01,2294.11,2311.57,2292.23,2310.56,2115387300
2006-02-02,2306.57,2308.05,2277.3,2281.57,2146281900
2006-02-03,2268.42,2274.62,2255.99,2262.58,2073918600
2006-02-06,2263.12,2265.81,2249.75,2258.8,1645662900
2006-02-07,2255.93,2265.54,2239.51,2244.96,1968977400
2006-02-08,2260.22,2268.72,2246.98,2266.98,2029046100
2006-02-09,2273.77,2284.52,2254.26,2255.87,2158818300
2006-02-10,2255.77,2266.43,2235.4,2261.87,1876488900
2006-02-13,2252.04,2254.31,2232.67,2239.81,1545660000
2006-02-14,2243.54,2266.82,2237.47,2262.16,1678929000
2006-02-15,2259.04,2277.12,2255.1,2276.42,1658236500
2006-02-16,2281.87,2294.62,2278.06,2294.62,1804637100
2006-02-17,2291.73,2291.76,2279.62,2282.36,1812235200
2006-02-21,2283.52,2284.82,2256.75,2262.96,1624877400
2006-02-22,2264.68,2287.99,2259.16,2283.16,1696422300
2006-02-23,2279.59,2293.74,2271.82,2279.32,1631406000
2006-02-24,2278.27,2287.86,2272.78,2287.04,1473101400
2006-02-27,2291.48,2313.53,2291.24,2307.17,1594410600
2006-02-28,2300.96,2305.62,2276.74,2281.38,1972120800
2006-03-01,2288.14,2315.95,2285.63,2314.63,2037090600
2006-03-02,2305.53,2316.92,2299.76,2311.11,1942863000
2006-03-03,2299.1,2324.91,2297.09,2302.6,2221807200
2006-03-06,2306.65,2309.51,2281.37,2286.03,1964420400
2006-03-07,2280.08,2280.08,2259.63,2268.37,1774728300
2006-03-08,2260.87,2275.12,2248.64,2267.46,1938157200
2006-03-09,2272.26,2279.28,2249.56,2249.72,1820530800
2006-03-10,2251.81,2266.99,2239.54,2262.04,1630011000
2006-03-13,2269.43,2280.2,2263.67,2267.03,1534081500
2006-03-14,2264.25,2296.91,2264.24,2295.89,1777927500
2006-03-15,2301.16,2312.49,2293.06,2311.84,1944183600
2006-03-16,2319.11,2323.79,2299.55,2299.56,2180143200
2006-03-17,2306.16,2310.84,2294.5,2306.48,2362311600
2006-03-20,2311.92,2317.12,2305.59,2314.11,1807752600
2006-03-21,2312.89,2332.95,2292.55,2294.23,2195199900
2006-03-22,2283.38,2305.43,2282.37,2303.35,1968084600
2006-03-23,2300.16,2305.16,2287.89,2300.14,1826287500
2006-03-24,2304.74,2316.14,2300.37,2312.82,1793077200
2006-03-27,2312.47,2319.92,2310.02,2315.58,1720704600
2006-03-28,2315.61,2327.83,2299.56,2304.46,1857684300
2006-03-29,2309.93,2344.66,2308.4,2337.78,2209029000
2006-03-30,2340.23,2353.13,2330.84,2340.82,2009553300
2006-03-31,2345.53,2348.88,2334.54,2339.79,1722006600
2006-04-03,2352.24,2357.53,2334.6,2336.74,1816252800
2006-04-04,2337.95,2350.7,2332.66,2345.36,1936557600
2006-04-05,2349.82,2361.9,2341.65,2359.75,1885519200
2006-04-06,2358.91,2366.56,2347.63,2361.16,1991929800
2006-04-07,2367.32,2375.45,2336.71,2339.02,1862194800
2006-04-10,2340.38,2343.59,2326.47,2333.27,1712083500
2006-04-11,2337.87,2339.79,2302.18,2310.35,1951865400
2006-04-12,2309.38,2318.05,2308.33,2314.67,1428954300
2006-04-13,2314.32,2333.03,2310.12,2326.11,1410791400
