Date,Open,High,Low,Close,Volume
2006-01-04,1163.88,1181,1161.91,1180.96
2006-01-05,1183.31,1197.84,1180.45,1197.27
2006-01-06,1198.81,1215.54,1191.61,1209.42
2006-01-09,1210.32,1217.31,1205.25,1215.67
2006-01-10,1215.85,1220.76,1203.65,1220.62
2006-01-11,1219.81,1223.56,1204.04,1211.05
2006-01-12,1208.77,1227.3,1205.28,1226.7
2006-01-13,1228.16,1231.22,1214.88,1221.46
2006-01-16,1221.11,1221.39,1202.59,1202.87
2006-01-17,1200.26,1209.02,1198.84,1208.44
2006-01-18,1207.53,1234.53,1206.36,1233.35
2006-01-19,1235.08,1251.96,1230.85,1251.58
2006-01-20,1251.41,1258.7,1247.21,1255.31
2006-01-23,1254.78,1257.35,1244.27,1255.77
2006-01-24,1256.01,1262.09,1247.01,1252.06
2006-01-25,1251.27,1260.17,1245.92,1258.05
2006-02-06,1263,1287.67,1263,1287.63
2006-02-07,1289.45,1297.4,1270.4,1282.1
2006-02-08,1282.12,1291.74,1276.02,1290.06
2006-02-09,1288.97,1288.97,1266.81,1269.45
2006-02-10,1269.54,1284.1,1266.22,1282.66
2006-02-13,1283.78,1284.95,1267.56,1279.64
2006-02-14,1279.63,1286.42,1275.85,1286.33
2006-02-15,1289.14,1300.99,1288.64,1299.17
2006-02-16,1298.5,1298.5,1268.56,1270.63
2006-02-17,1269.4,1280.04,1265.14,1267.41
2006-02-20,1268.11,1279.42,1265.38,1267.54
2006-02-21,1266.65,1288.55,1256.81,1288.42
2006-02-22,1288.85,1297.94,1282.91,1284.23
2006-02-23,1284.13,1289.94,1273.94,1288.85
2006-02-24,1289.43,1297.34,1286.96,1296.87
2006-02-27,1297.69,1304.61,1293.47,1297.19
2006-02-28,1294.81,1299.47,1277.74,1299.03
2006-03-01,1299.15,1308.2,1297.76,1306.59
2006-03-02,1306.59,1307.64,1281.57,1285.67
2006-03-03,1284.61,1295.41,1275.62,1293.3
2006-03-06,1292.75,1296.85,1286.64,1288.96
2006-03-07,1288.26,1288.26,1257.54,1259.92
2006-03-08,1256.69,1258.24,1238.16,1250.38
2006-03-09,1247.46,1253.76,1242.68,1245.17
2006-03-10,1245.19,1253.91,1240.75,1245.65
2006-03-13,1245.3,1260.07,1245.3,1259.67
2006-03-14,1260.42,1262.75,1250.28,1259.04
2006-03-15,1259.23,1275.52,1258.15,1274.81
2006-03-16,1274.62,1277.19,1270.83,1274.19
2006-03-17,1273.01,1276.63,1265.61,1269.46
2006-03-20,1269.58,1288.97,1264.41,1288.42
2006-03-21,1288.56,1297.61,1285.43,1290.4
2006-03-22,1289.46,1296.91,1281.13,1296.71
2006-03-23,1296.19,1302.79,1289.53,1302.46
2006-03-24,1302.14,1308.06,1293.3,1294.7
2006-03-27,1296.07,1296.59,1283.68,1295.92
2006-03-28,1295.76,1302.65,1293,1298.79
2006-03-29,1299.38,1313.13,1296.59,1305.57
2006-03-30,1305.84,1308.5,1293.83,1294.72
2006-03-31,1291.52,1298.75,1285.73,1298.3
2006-04-03,1298.68,1319.49,1298.68,1319.47
2006-04-04,1319.84,1330.11,1315.33,1329.8
2006-04-05,1330.56,1341.5,1326.53,1340.16
2006-04-06,1341.74,1348.52,1336.14,1339.74
2006-04-07,1340.65,1345.29,1330.51,1342.97
2006-04-10,1344.24,1359.41,1339.52,1359.08
2006-04-11,1360.98,1366.52,1350.32,1362.23
2006-04-12,1361.74,1364.69,1355.66,1360.13
2006-04-13,1359.28,1364.32,1331.68,1332.33
2006-04-14,1330.1,1360.09,1328.44,1359.54
2006-04-17,1360.64,1383.65,1353.4,1378.61
2006-04-18,1379.81,1391.38,1370.15,1385.11
2006-04-19,1389.13,1399.55,1378.8,1396.7
2006-04-20,1398.1,1404.19,1376.96,1385.9
2006-04-21,1385.92,1419.89,1383.45,1416.79
2006-04-24,1423.41,1429.06,1402.27,1409.79
2006-04-25,1405.9,1409.27,1386.13,1399.77
2006-04-26,1399.07,1426.63,1397.35,1417.48
2006-04-27,1418.9,1424.47,1407.14,1416.73
2006-04-28,1403.52,1444.71,1389.35,1440.22
2006-05-08,1446.99,1497.2,1446.99,1497.1
2006-05-09,1503.24,1532.75,1497.99,1531.16
2006-05-10,1537.56,1554.03,1518.34,1545.69
2006-05-11,1547.56,1583.76,1536.29,1537.38
2006-05-12,1532.88,1603.21,1531.23,1602.83
2006-05-15,1616.26,1664.94,1606.57,1664.09
2006-05-16,1658.69,1678.6,1604.78,1613.25
2006-05-17,1613.23,1640.7,1592.19,1625.15
2006-05-18,1611.66,1630.07,1582.96,1617.28
2006-05-19,1620.21,1664.61,1610.04,1659.55
2006-05-22,1656.75,1674.22,1646.68,1657.69
2006-05-23,1647.96,1648.53,1597.1,1604.55
2006-05-24,1609.74,1634.59,1562.39,1590.92
2006-05-25,1585.47,1598.56,1563.86,1591.43
2006-05-26,1596.57,1614.55,1593.09,1613.89
2006-05-29,1622.11,1648.84,1609.01,1648.54
2006-05-30,1654.98,1663.93,1634.9,1657.29
2006-05-31,1656.28,1667.23,1628.68,1641.3
2006-06-01,1639.67,1684.71,1635.75,1684.2
2006-06-02,1688.78,1695.58,1659.14,1669.4
2006-06-05,1669.24,1685.29,1639.68,1684.62
2006-06-06,1681.22,1692.83,1672.81,1679.13
2006-06-07,1678.24,1678.24,1588.97,1589.55
2006-06-08,1576.44,1596.12,1540.93,1591.49
2006-06-09,1583.96,1594.44,1550.2,1551.38
2006-06-12,1540.22,1566.45,1529.5,1552.8
2006-06-13,1552.1,1570.1,1532.06,1548.5
2006-06-14,1540.64,1540.64,1512.52,1531.33
2006-06-15,1531.25,1551.3,1528.23,1533.98
2006-06-16,1540.19,1574.48,1540.19,1574.47
2006-06-19,1559.99,1591.85,1544.93,1586.29
2006-06-20,1583.87,1592.83,1572.58,1592.33
2006-06-21,1590.61,1617.71,1570.08,1598.12
2006-06-22,1593.1,1605.25,1587.8,1596.07
2006-06-23,1594.5,1608.11,1582.02,1605.71
2006-06-26,1607.79,1635.8,1607.79,1633.45
2006-06-27,1636.7,1642.57,1627.59,1639.55
2006-06-28,1638.23,1642.35,1627.07,1639.29
2006-06-29,1641.93,1672.1,1641.93,1671.62
2006-06-30,1679.72,1690.95,1662.28,1672.21
2006-07-03,1677.31,1697.83,1670.02,1697.28
2006-07-04,1700.32,1702.66,1670.13,1681.55
2006-07-05,1755.22,1757.47,1703.59,1718.56
2006-07-06,1715.28,1742.2,1711.65,1741.47
2006-07-07,1746.52,1750.03,1724.68,1730.19
2006-07-10,1730.7,1737.03,1715.83,1734.33
2006-07-11,1736.99,1746.72,1725.23,1745.81
2006-07-12,1745.88,1753.28,1738,1740
2006-07-13,1736.21,1737.6,1654.49,1655.77
2006-07-14,1641.14,1676.75,1633.9,1665.21
2006-07-17,1662.05,1684.34,1653.6,1682.89
2006-07-18,1682.36,1684.67,1666.31,1684.25
2006-07-19,1681.77,1681.77,1637.49,1645.16
2006-07-20,1642.62,1658.05,1636.26,1655.12
2006-07-21,1653.81,1669.29,1653.51,1665.33
2006-07-24,1648.75,1667.62,1632.69,1665.94
2006-07-25,1668.14,1690.61,1668.14,1685.46
2006-07-26,1688.54,1691.43,1675.66,1686.65
2006-07-27,1685.35,1701.61,1665.39,1675.17
2006-07-28,1674.43,1678.53,1646.35,1662.03
2006-07-31,1659.54,1659.54,1611.16,1612.73
2006-08-01,1619.64,1625.04,1596.66,1600.61
2006-08-02,1598.76,1608.78,1577.9,1600.87
2006-08-03,1599.75,1609.43,1587.12,1601.06
2006-08-04,1601.61,1612.1,1567.25,1570.15
2006-08-07,1561.8,1570.05,1541.41,1547.44
2006-08-08,1547.91,1581.75,1547.91,1580.58
2006-08-09,1581.8,1585.17,1571.71,1578.57
2006-08-10,1578.35,1606.94,1577.86,1606.07
2006-08-11,1605.6,1610.76,1596.22,1605.93
2006-08-14,1605.2,1611.66,1566.72,1570.74
2006-08-15,1568.27,1596.65,1564.4,1595.66
2006-08-16,1596.06,1616.45,1591.86,1616.41
2006-08-17,1612.41,1612.41,1592.85,1603.33
2006-08-18,1601.57,1614.37,1596.56,1598.02
2006-08-21,1565.46,1602.13,1558.1,1601.15
2006-08-22,1601.52,1619.07,1598.78,1613.36
2006-08-23,1614.39,1621.4,1608.74,1612.4
2006-08-24,1612.7,1623.17,1601.89,1623.02
2006-08-25,1622.48,1630.05,1619.74,1623.03
2006-08-28,1627.12,1651.29,1624.28,1650.44
